generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finish,best_obj_progress,best_obj_speed_for_progress,best_obj_safe_progress,best_obj_path_efficiency,mean_obj_finish,mean_obj_progress,mean_obj_speed_for_progress,mean_obj_safe_progress,mean_obj_path_efficiency
11,0.010441412269955593,8.571428571428571,9.656053270612444,9.656053270612444,5.899999999999919,0,1,81.66225440427661,590,9.58697160835804,"[0.0, 0.09656053270612444, 0.07757029460725356, 0.0, 0.09656053270612444]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,183.3000000000007,3003.970000000052,18330,300397,6.361542399972677,129.69540959998267,5.357142857142857,6.743062507538568,6.743062507538568,6.695019898850972,3.8187500000000143,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.357142857142857,2.774090523269296,8.571428571428571,8.571428571428571,8.571428571428571,1.8985584803989954,3.0463540213448663,4.934629712785993,7.49481201171875,6.743062507538568,2.384169849476278,8.768001283918107,9.374078750610353,9.656053270612444,1.8985584803989954,3.0463540213448663,4.934629712785993,7.49481201171875,6.743062507538568,2.384169849476278,8.768001283918107,9.374078750610353,9.656053270612444,1.7500000000000013,1.9770000000000016,2.6899999999999866,2.8399999999999834,3.8187500000000143,4.01695812825684,3.5274999999999688,5.754999999999922,30.00000000000189,5.401162485242821,18.439015188883058,41.85174844972789,73.05175698176026,63.4420209304717,40.62155949610853,77.45926227234304,80.10785530805587,293.3481533708982,1.8384530792365106,2.978435582711218,4.904363574158341,7.457590376915869,6.695019898850972,2.3968738643748164,8.729499153022118,9.334968953355327,9.58697160835804,1838453.0792365107,2978435.582711218,4904363.574158342,7457590.376915868,6695019.898850971,2396873.864374817,8729499.153022118,9334968.953355325,9586971.60835804,175.0,197.7,269.0,284.0,381.875,401.6958128256587,352.75,575.5,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.010441412269955593,9586971.60835804,0.0,0.09656053270612444,0.07757029460725356,0.0,0.09656053270612444,0.0,0.06743062507538568,0.05986253462102683,0.0005952380952380952,0.06739073677358914
12,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,201.95000000000277,3205.9200000000546,20195,320592,8.66873440000927,138.47505469998578,5.654761904761905,7.156963007790702,7.156963007790702,7.10523303015366,4.207291666666724,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.654761904761905,2.6399329597067482,8.571428571428571,8.571428571428571,8.571428571428571,0.0,3.0714258466448103,5.471391677856445,8.219525473458425,7.156963007790702,2.352159762093821,9.008121490478516,9.456187384469168,9.779412405831474,0.0,3.0714258466448103,5.471391677856445,8.219525473458425,7.156963007790702,2.352159762093821,9.008121490478516,9.456187384469168,9.779412405831474,1.8200000000000014,2.06,2.572499999999989,2.8399999999999834,4.207291666666724,5.497770282723832,2.9399999999999813,5.739999999999922,30.00000000000189,18.435157979547512,39.576400028914215,48.258457547053695,76.14852211624384,73.72763704089932,49.696914513696036,78.4812605176121,81.19826697967947,293.60083527781535,-0.3002936008352967,3.0042474112832562,5.440519763469634,8.181450280217408,7.10523303015366,2.379819922278698,8.968993271572476,9.417007276503682,9.715430394503642,-300293.60083529673,3004247.4112832565,5440519.763469635,8181450.280217407,7105233.030153659,2379819.922278698,8968993.271572474,9417007.276503682,9715430.394503642,182.0,206.0,257.25,284.0,420.7291666666667,549.7770282723463,294.0,574.0,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.07156963007790701,0.0637460103710493,0.0005952380952380952,0.07152974177611048
13,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,229.16000000000219,3435.0800000000568,22916,343508,7.95631370000774,146.53720929997507,4.821428571428572,6.148313227153959,6.148313227153959,6.090925438282464,4.774166666666712,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,4.821428571428572,2.8064702938395913,8.571428571428571,8.571428571428571,8.571428571428571,0.0,2.9393681117466515,3.073116030011858,5.685482025146484,6.148313227153959,2.704966110464275,8.816560336521693,9.307774952479772,9.779412405831474,0.0,2.9393681117466515,3.073116030011858,5.685482025146484,6.148313227153959,2.704966110464275,8.816560336521693,9.307774952479772,9.779412405831474,1.6600000000000013,2.008000000000001,2.7499999999999853,2.859999999999983,4.774166666666712,5.468838173892712,5.709999999999923,5.885999999999919,30.00000000000189,5.135872240549361,18.435557059505662,29.29058600341159,63.242543026804924,62.78887149467695,52.26040917570762,77.80858470033854,81.1928993575275,293.3481533708982,-0.3002715901038052,2.8692802161801807,3.0059725920024962,5.647282642623212,6.090925438282464,2.7288615178512776,8.777982877678049,9.268765598821135,9.715430394503642,-300271.59010380524,2869280.2161801807,3005972.592002496,5647282.642623212,6090925.438282465,2728861.517851278,8777982.877678048,9268765.598821135,9715430.394503642,166.0,200.8,275.0,286.0,477.4166666666667,546.8838173892351,571.0,588.6,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.0614831322715396,0.05388249998736009,0.0005952380952380952,0.061443243969743065
14,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,214.79000000000246,3649.870000000059,21479,364987,7.109573800000362,153.7588659999892,4.761904761904762,6.428440128053938,6.428440128053938,6.374042869931675,4.474791666666718,1.0,100.0,0.0,0.0,2.0000000000000004,2.857142857142857,5.714285714285714,4.761904761904762,2.7561516435214823,6.428571428571429,8.571428571428571,8.571428571428571,1.8818610055106026,2.984088352748326,4.714005334036691,7.312724249703544,6.428440128053938,2.4123724625870606,8.442765644618444,9.274826322283065,9.779412405831474,1.8818610055106026,2.984088352748326,4.714005334036691,7.312724249703544,6.428440128053938,2.4123724625870606,8.442765644618444,9.274826322283065,9.779412405831474,1.7000000000000013,1.9020000000000015,2.52249999999999,2.8399999999999834,4.474791666666718,5.540529077317545,5.009999999999938,5.836999999999921,30.00000000000189,5.135164975989028,18.449775284446513,39.27534434385598,71.848154168576,66.00812226087419,52.2178422015069,77.02119670622051,80.68691827505828,293.3481533708982,1.8217558697931489,2.8463191491732704,4.6855165529874325,7.275303816512352,6.374042869931675,2.4307773064183418,8.404289513473364,9.235746825613315,9.715430394503642,1821755.869793149,2846319.14917327,4685516.552987432,7275303.816512352,6374042.869931676,2430777.3064183416,8404289.513473364,9235746.825613314,9715430.394503642,170.0,190.2,252.25,284.0,447.4791666666667,554.0529077317186,501.0,583.7,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.06428440128053937,0.05618380701144543,0.0011904761904761904,0.06420549935770027
15,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,204.82000000000022,3854.690000000059,20482,385469,6.620027999975719,160.4741573999636,5.238095238095238,6.432896000998361,6.432896000998361,6.380373546337476,4.267083333333338,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.238095238095238,2.693740118805895,8.571428571428571,8.571428571428571,8.571428571428571,1.8837411063058036,3.032744816371373,3.0741500854492188,7.381787981305804,6.432896000998361,2.540203296572429,8.786578859601702,9.317698342459543,9.779412405831474,1.8837411063058036,3.032744816371373,3.0741500854492188,7.381787981305804,6.432896000998361,2.540203296572429,8.786578859601702,9.317698342459543,9.779412405831474,1.9000000000000015,2.0869999999999993,2.7549999999999852,2.8749999999999827,4.267083333333338,4.0130702909024905,5.709999999999923,5.82499999999992,30.00000000000189,5.134465039620409,18.43732487300731,33.67820111716719,71.63377008214593,59.95466088479998,41.684942076883914,77.45926430821419,79.3542155444622,287.6172450708691,1.8236359718407646,2.9644763766876467,3.0070316506476313,7.344767193551912,6.380373546337476,2.5556376839123445,8.74807672890249,9.275862092556267,9.715430394503642,1823635.9718407646,2964476.376687647,3007031.650647632,7344767.193551913,6380373.546337475,2555637.6839123447,8748076.728902489,9275862.092556266,9715430.394503642,190.0,208.7,275.5,287.5,426.7083333333333,401.30702909022443,571.0,582.5,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.0643289600099836,0.056491116006601484,0.0005952380952380952,0.06428994638894105
16,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,189.24000000000055,4043.93000000006,18924,404393,6.967884999990929,167.55173680000007,5.416666666666667,6.658438103539603,6.658438103539603,6.60915932320846,3.9425000000000114,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.416666666666667,2.9299986843426113,8.571428571428571,8.571428571428571,8.571428571428571,1.8834032331194197,3.005554744175502,4.451168605259486,7.583002362932478,6.658438103539603,2.534654439833542,8.900252750941686,9.194465909685407,9.779412405831474,1.8834032331194197,3.005554744175502,4.451168605259486,7.583002362932478,6.658438103539603,2.534654439833542,8.900252750941686,9.194465909685407,9.779412405831474,1.6200000000000012,2.07,2.7299999999999858,2.864999999999983,3.9425000000000114,4.0138772298948915,4.90499999999994,5.7809999999999215,30.00000000000189,5.134645329773775,18.43856179132781,38.39261844335124,72.91335678845644,62.11366447605966,41.16603302812615,77.89852753467858,79.10575196594,287.6172450708691,1.8232980977837738,2.9362463006946595,4.4134825910795685,7.54563022630486,6.60915932320846,2.54846897699248,8.86124986881938,9.15551693650045,9.715430394503642,1823298.097783774,2936246.3006946594,4413482.5910795685,7545630.22630486,6609159.3232084615,2548468.97699248,8861249.86881938,9155516.936500449,9715430.394503642,162.0,207.0,273.0,286.5,394.25,401.38772298946395,490.5,578.1,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.06658438103539603,0.059007138488027834,0.0005952380952380952,0.06654536741435346
17,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,212.81000000000256,4256.7400000000625,21281,425674,7.377991699962877,175.05512069998076,5.0,6.585916678110759,6.585916678110759,6.531929672956043,4.43354166666672,1.0,100.0,0.0,0.0,2.0000000000000004,2.857142857142857,5.714285714285714,5.0,2.7664166758624407,8.571428571428571,8.571428571428571,8.571428571428571,0.0,2.9950098310198103,4.925072533743722,7.307028089250837,6.585916678110759,2.553640624832559,8.617210388183594,9.43796593802316,9.779412405831474,0.0,2.9950098310198103,4.925072533743722,7.307028089250837,6.585916678110759,2.553640624832559,8.617210388183594,9.43796593802316,9.779412405831474,1.7800000000000014,1.9900000000000015,2.6924999999999866,2.869999999999983,4.43354166666672,5.474510057828728,4.664999999999945,5.815999999999921,30.00000000000189,5.134571051952662,21.58469391085455,43.32560200244188,74.78516471758485,68.25515471363467,51.53723725527579,77.35055864602327,81.19826697967947,293.60162554087583,-0.3002936016255598,2.857520639111772,4.893756471655099,7.270208139386695,6.531929672956043,2.577175084218014,8.578884021628024,9.398826007456474,9.715430394503642,-300293.6016255598,2857520.6391117717,4893756.471655099,7270208.139386695,6531929.672956043,2577175.084218014,8578884.021628022,9398826.007456476,9715430.394503642,178.0,199.0,269.25,287.0,443.3541666666667,547.4510057828362,466.5,581.6,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.06585916678110758,0.05816383026176034,0.0005952380952380952,0.06582015316006502
18,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,212.26000000000258,4469.0000000000655,21226,446900,7.482337899971753,182.65765349997673,5.416666666666667,6.860095773424422,6.860095773424422,6.806220401912664,4.422083333333387,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.416666666666667,2.7503607267018864,8.571428571428571,8.571428571428571,8.571428571428571,0.0,3.063037327357701,5.146717344011579,8.002023696899414,6.860095773424422,2.4062143597870382,8.745779309953962,9.206988743373326,9.779412405831474,0.0,3.063037327357701,5.146717344011579,8.002023696899414,6.860095773424422,2.4062143597870382,8.745779309953962,9.206988743373326,9.779412405831474,1.6000000000000012,2.151999999999998,2.7774999999999848,2.849999999999983,4.422083333333387,5.460278136358341,4.104999999999957,5.742999999999922,30.00000000000189,5.319372009980725,30.083335857998463,46.05993086472154,74.46145609393716,71.20484509142791,50.29019615637973,77.45921093225479,80.44806489646434,293.6003190280171,-0.30029360031904695,2.9955888907543082,5.0913738579194465,7.964149281446938,6.806220401912664,2.4330991928817327,8.702927227117467,9.165699979806494,9.715430394503642,-300293.60031904693,2995588.8907543086,5091373.857919446,7964149.2814469375,6806220.401912662,2433099.1928817327,8702927.227117468,9165699.979806494,9715430.394503642,160.0,215.2,277.75,285.0,442.2083333333333,546.0278136357972,410.5,574.3,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.06860095773424421,0.060686260177408004,0.0005952380952380952,0.06856194411320166
19,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,226.3300000000035,4695.330000000069,22633,469533,7.431082399969455,190.19754109997302,5.357142857142857,6.791842721757436,6.791842721757436,6.73503352482854,4.715208333333407,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.357142857142857,2.7120918452129805,8.571428571428571,8.571428571428571,8.571428571428571,2.857142857142857,3.0730073111397878,4.809085300990514,7.538907187325614,6.791842721757436,2.3049419230014863,8.750394412449428,9.255305971418109,9.779412405831474,2.857142857142857,3.0730073111397878,4.809085300990514,7.538907187325614,6.791842721757436,2.3049419230014863,8.750394412449428,9.255305971418109,9.779412405831474,1.5900000000000012,2.0010000000000012,2.3549999999999938,2.854999999999983,4.715208333333407,6.137311432807408,3.8674999999999615,5.801999999999921,30.00000000000189,18.43480694235768,30.786231958866118,44.88556380942464,75.68850253615528,73.7802622258755,55.01739365898411,78.00793773122132,81.33279641717672,293.51529294016655,2.556849341849898,3.005858876259771,4.768995470642459,7.497735141597564,6.73503352482854,2.328702909445107,8.711542201507504,9.216256857100076,9.715430394503642,2556849.341849898,3005858.8762597707,4768995.470642459,7497735.141597563,6735033.524828541,2328702.9094451074,8711542.201507503,9216256.857100077,9715430.394503642,159.0,200.1,235.5,285.5,471.5208333333333,613.731143280703,386.75,580.2,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.06791842721757435,0.059073512723521605,0.0011904761904761904,0.06780064266963433
20,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,44,4,44,4,260.8000000000065,4956.130000000076,26080,495613,9.181340899958741,199.49556139996275,5.059523809523809,6.55003791763669,6.55003791763669,6.486458028607818,5.433333333333469,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,5.059523809523809,2.987478593173716,8.571428571428571,8.571428571428571,8.571428571428571,0.0,2.857142857142857,4.83964238848005,7.2248159136090955,6.55003791763669,2.6285247005267993,8.91000543321882,9.236581257411412,9.779412405831474,0.0,2.857142857142857,4.83964238848005,7.2248159136090955,6.55003791763669,2.6285247005267993,8.91000543321882,9.236581257411412,9.779412405831474,1.6800000000000013,2.07,2.662499999999987,2.869999999999983,5.433333333333469,7.489462690266684,4.44749999999995,5.923999999999919,30.00000000000189,5.135241557851259,32.44024485666305,46.469795340672135,74.20871108397841,79.8890288702881,67.33319079350828,78.4243990406394,82.20723397098482,293.59676083701197,-0.30029359676085593,2.556849372701217,4.803277259476873,7.188347426542968,6.486458028607818,2.6671514270737466,8.871277485259792,9.190922583587254,9.715430394503642,-300293.59676085593,2556849.3727012174,4803277.259476874,7188347.4265429685,6486458.028607818,2667151.4270737465,8871277.485259794,9190922.583587253,9715430.394503642,168.0,207.0,266.25,287.0,543.3333333333334,748.9462690266164,444.75,592.4000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.06550037917636689,0.057080953010680224,0.0017857142857142857,0.0653804861093431
21,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,44,4,44,4,279.9200000000061,5236.050000000082,27992,523605,9.515194699983113,209.13275889999932,4.166666666666667,5.583906798135668,5.583906798135668,5.516354113512924,5.831666666666794,1.0,100.0,0.0,0.0,0.0,2.857142857142857,2.857142857142857,4.166666666666667,3.1921637328076007,8.571428571428571,8.571428571428571,8.571428571428571,0.0,1.883723667689732,3.0140563419887,4.993629455566406,5.583906798135668,2.957790454972965,8.687231881277901,9.378252574375699,9.779412405831474,0.0,1.883723667689732,3.0140563419887,4.993629455566406,5.583906798135668,2.957790454972965,8.687231881277901,9.378252574375699,9.779412405831474,1.8800000000000014,2.3139999999999947,2.8249999999999837,2.9299999999999815,5.831666666666794,7.415081010272009,5.009999999999938,6.722999999999912,30.00000000000189,5.134538331825752,15.32665218722541,23.935825366561403,49.15487063676119,69.35128940842894,72.09902569694762,78.41192255914211,81.54152664616704,293.6013556376565,-0.3002936013556566,1.823618533138955,2.9473621447956067,4.962037562147662,5.516354113512924,2.9900872281027358,8.648429915457086,9.338772972647309,9.715430394503642,-300293.6013556566,1823618.533138955,2947362.144795607,4962037.562147662,5516354.113512923,2990087.2281027357,8648429.915457087,9338772.97264731,9715430.394503642,188.0,231.4,282.5,293.0,583.1666666666666,741.5081010271492,501.0,672.3000000000011,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.05583906798135666,0.04819661429496042,0.0017857142857142857,0.05572023500574206
22,0.010591429615929016,8.571428571428571,9.779412405831474,9.779412405831474,5.3899999999999295,0,1,82.01132783293724,539,9.715430394503642,"[0.0, 0.09779412405831474, 0.08022377976917108, 0.0, 0.09779412405831474]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,217.33000000000482,5453.3800000000865,21733,545338,8.397720199951436,217.65317999996478,5.0,6.434780302501861,6.434780302501861,6.3798473856393825,4.527708333333433,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,4.285714285714286,5.0,2.64060393009748,8.571428571428571,8.571428571428571,8.571428571428571,0.0,3.2118650163922995,4.835106985909598,5.693119594029017,6.434780302501861,2.305325984131846,8.599156652178083,9.15581021990095,9.779412405831474,0.0,3.2118650163922995,4.835106985909598,5.693119594029017,6.434780302501861,2.305325984131846,8.599156652178083,9.15581021990095,9.779412405831474,1.6600000000000013,1.9210000000000016,2.0974999999999993,2.814999999999984,4.527708333333433,6.610972961544298,2.912499999999982,5.6329999999999245,30.00000000000189,18.434879653796088,34.42659947872162,43.84191878139973,69.6854282580316,72.50019580963317,59.3632512225323,77.42594357579947,81.101645642519,293.6000890798168,-0.3002936000890987,3.164272789325004,4.805750135361475,5.661520068414313,6.3798473856393825,2.3318380476717304,8.560704740261082,9.116691341655397,9.715430394503642,-300293.60008909873,3164272.789325004,4805750.135361474,5661520.068414313,6379847.385639383,2331838.0476717306,8560704.740261082,9116691.341655396,9715430.394503642,166.0,192.1,209.75,281.5,452.7708333333333,661.0972961543852,291.25,563.3000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.010591429615929016,9715430.394503642,0.0,0.09779412405831474,0.08022377976917108,0.0,0.09779412405831474,0.0,0.0643478030250186,0.056684641842047356,0.0005952380952380952,0.064249991746172
