#{"t_start": 1777979332.50897, "env_id": "None"}
r,l,t,episode_metrics
0.823058,1054,99.140815,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 5.336390904017857, 'block_progress': 2.857142857142857, 'time': 10.53999999999982, 'distance': 43.918747899500886, 'reward': -1.0013769385928204, 'reward_score': 0.8230575706845835, 'fitness': 5220946.985269959}"
0.172129,501,99.834177,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 2.842129298618862, 'block_progress': 0.0, 'time': 5.009999999999938, 'distance': 15.85332013037987, 'reward': -1.002864670526413, 'reward_score': 0.1721292986188827, 'fitness': 2782013.4452987323}"
0.537068,766,100.860791,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.090401785714286, 'block_progress': 2.857142857142857, 'time': 7.659999999999881, 'distance': 29.87665013509104, 'reward': -1.0029355149042036, 'reward_score': 0.5370684523809919, 'fitness': 4003771.909064152}"
-0.052922,924,102.194218,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.027077811104911, 'block_progress': 2.857142857142857, 'time': 9.239999999999847, 'distance': 29.210653759218985, 'reward': -1.0031153506324397, 'reward_score': -0.05292218889503841, 'fitness': 3924648.600451153}"
0.040008,1377,104.101105,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 5.630008152553014, 'block_progress': 2.857142857142857, 'time': 13.76999999999975, 'distance': 47.20494332219823, 'reward': -1.0028265235537566, 'reward_score': 0.04000815255309664, 'fitness': 5482260.947609694}"
0.480141,1485,106.010719,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.430140904017858, 'block_progress': 5.714285714285714, 'time': 14.849999999999728, 'distance': 56.621503422473324, 'reward': -1.0030227079845613, 'reward_score': 0.48014090401794807, 'fitness': 6271584.282514438}"
0.024784,501,106.700332,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 2.6947838919503346, 'block_progress': 0.0, 'time': 5.009999999999938, 'distance': 14.18527376325801, 'reward': -1.0022924659365702, 'reward_score': 0.024783891950355352, 'fitness': 2634669.7066765716}"
0.456626,871,107.968345,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.359959193638393, 'block_progress': 2.857142857142857, 'time': 8.709999999999859, 'distance': 33.08127177831193, 'reward': -1.0015240769159215, 'reward_score': 0.456625860305107, 'fitness': 4262826.112366618}"
0.243288,966,109.257828,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.463288443429129, 'block_progress': 2.857142857142857, 'time': 9.659999999999838, 'distance': 34.1267081201222, 'reward': -1.0029791114443833, 'reward_score': 0.24328844342918288, 'fitness': 4356654.316721011}"
0.072358,688,110.186463,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.3656910487583707, 'block_progress': 2.857142857142857, 'time': 6.879999999999898, 'distance': 21.716302095388528, 'reward': -1.003338782900856, 'reward_score': 0.07235771542507141, 'fitness': 3286869.3324562763}"
0.17541,501,110.868465,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 2.845409938267299, 'block_progress': 0.0, 'time': 5.009999999999938, 'distance': 15.908363750291755, 'reward': -1.003273388090588, 'reward_score': 0.17540993826731976, 'fitness': 2785294.0299035492}"
0.631633,732,111.85506,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.071633475167411, 'block_progress': 2.857142857142857, 'time': 7.319999999999888, 'distance': 29.641526716470253, 'reward': -1.0033006359281993, 'reward_score': 0.6316334751674479, 'fitness': 3988403.833640695}"
-0.069341,501,112.554976,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 2.6006589617047995, 'block_progress': 0.0, 'time': 5.009999999999938, 'distance': 13.1770412386104, 'reward': -1.001257048107328, 'reward_score': -0.06934103829517979, 'fitness': 2540545.7846635613}"
0.322742,533,113.419753,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.099408830915179, 'block_progress': 2.857142857142857, 'time': 5.329999999999931, 'distance': 18.72848394839093, 'reward': -1.0027447800409224, 'reward_score': 0.3227421642485351, 'fitness': 3036090.1024312307}"
0.470324,882,114.622417,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.4103240966796875, 'block_progress': 2.857142857142857, 'time': 8.819999999999856, 'distance': 33.42055948529742, 'reward': -1.003235241117931, 'reward_score': 0.4703240966797355, 'fitness': 4312090.676120204}"
-0.224575,983,115.972262,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.052091326032366, 'block_progress': 2.857142857142857, 'time': 9.829999999999835, 'distance': 29.580577775021084, 'reward': -1.0027938261486233, 'reward_score': -0.22457534063424545, 'fitness': 3943761.745454593}"
0.747161,842,117.080192,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.553827558244978, 'block_progress': 2.857142857142857, 'time': 8.419999999999865, 'distance': 35.21882853304851, 'reward': -1.0031262497674844, 'reward_score': 0.7471608915783565, 'fitness': 4459592.339416446}"
0.42683,963,118.468048,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.636829921177455, 'block_progress': 2.857142857142857, 'time': 9.62999999999984, 'distance': 36.018364353862125, 'reward': -1.0025649443126863, 'reward_score': 0.4268299211775086, 'fitness': 4530493.902813103}"
-0.108333,501,119.171267,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 2.5616673060825894, 'block_progress': 0.0, 'time': 5.009999999999938, 'distance': 12.737430655688513, 'reward': -1.0029791114443822, 'reward_score': -0.10833269391738987, 'fitness': 2501554.568651934}"
-0.453989,1084,120.600477,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.1593442644391745, 'block_progress': 2.857142857142857, 'time': 10.839999999999813, 'distance': 30.787359397567343, 'reward': -1.0026957339332214, 'reward_score': -0.4539890688940966, 'fitness': 4040913.477079779}"
0.54266,612,121.441149,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.582660130092076, 'block_progress': 2.857142857142857, 'time': 6.119999999999914, 'distance': 24.14197194360895, 'reward': -1.0031262497674844, 'reward_score': 0.5426601300921048, 'fitness': 3511435.9881201335}"
0.686803,770,122.518116,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.25346919468471, 'block_progress': 2.857142857142857, 'time': 7.69999999999988, 'distance': 31.848753006946936, 'reward': -1.0030663045247392, 'reward_score': 0.6868025280180836, 'fitness': 4166437.3459317046}"
